9.805970149253731560e-02,1.134328358208955279e-01,1.031343283582089598e-01,1.010447761194029903e-01,9.820895522388059518e-02,8.925373134328358493e-02,9.582089552238806651e-02,1.028358208955223868e-01,9.731343283582088999e-02,1.008955223880596969e-01
4.641791044776119590e-02,1.134328358208955279e-01,1.031343283582089598e-01,1.008955223880596969e-01,9.820895522388059518e-02,8.925373134328358493e-02,9.582089552238806651e-02,1.028358208955223868e-01,9.731343283582088999e-02,1.008955223880596969e-01
2.447761194029850901e-02,8.716417910447761541e-02,8.432835820895522028e-02,7.238805970149253532e-02,9.820895522388059518e-02,8.925373134328358493e-02,6.298507462686567249e-02,9.626865671641790523e-02,9.716417910447761042e-02,1.008955223880596969e-01
2.104477611940298518e-02,4.477611940298507204e-02,4.746268656716418066e-02,4.268656716417910252e-02,9.014925373134329012e-02,8.925373134328358493e-02,3.716417910447761264e-02,5.910447761194029953e-02,5.865671641791044694e-02,8.671641791044776282e-02
1.820895522388059698e-02,2.791044776119402937e-02,3.746268656716417872e-02,3.820895522388059740e-02,5.776119402985074869e-02,8.656716417910448325e-02,2.731343283582089720e-02,4.253731343283582295e-02,7.089552238805969797e-02,7.910447761194029648e-02
1.776119402985074786e-02,2.119402985074626822e-02,3.328358208955223968e-02,3.791044776119403131e-02,3.985074626865671432e-02,6.268656716417909947e-02,2.268656716417910557e-02,3.582089552238806179e-02,5.731343283582089609e-02,7.582089552238806263e-02
1.552238805970149182e-02,1.761194029850746134e-02,3.014925373134328193e-02,3.656716417910448047e-02,3.313432835820895317e-02,4.656716417910447547e-02,1.955223880597014782e-02,2.805970149253731241e-02,5.358208955223880271e-02,6.985074626865671321e-02
1.447761194029850706e-02,1.507462686567164097e-02,2.701492537313432765e-02,3.522388059701492269e-02,3.179104477611940233e-02,4.059701492537313300e-02,1.791044776119403090e-02,2.477611940298507509e-02,4.850746268656716542e-02,6.313432835820895206e-02
1.417910447761194098e-02,1.313432835820895449e-02,2.522388059701492422e-02,3.313432835820895317e-02,3.149253731343283624e-02,3.776119402985074480e-02,1.716417910447761222e-02,2.238805970149253602e-02,4.477611940298507204e-02,5.701492537313433001e-02
1.417910447761194098e-02,1.179104477611940364e-02,2.447761194029850901e-02,3.029850746268656844e-02,3.119402985074627016e-02,3.507462686567164312e-02,1.597014925373134442e-02,2.164179104477612081e-02,3.940298507462686867e-02,5.313432835820895705e-02
1.358208955223880535e-02,1.104477611940298497e-02,2.373134328358209033e-02,2.746268656716418025e-02,2.985074626865671585e-02,3.328358208955223968e-02,1.597014925373134442e-02,2.014925373134328346e-02,3.805970149253731089e-02,4.940298507462686367e-02
1.328358208955223926e-02,1.000000000000000021e-02,2.283582089552238861e-02,2.597014925373134289e-02,2.880597014925373109e-02,3.089552238805970061e-02,1.597014925373134442e-02,1.970149253731343433e-02,3.313432835820895317e-02,4.611940298507462982e-02
1.283582089552238840e-02,9.402985074626866308e-03,2.194029850746268689e-02,2.537313432835820726e-02,2.671641791044776157e-02,2.880597014925373109e-02,1.582089552238806138e-02,1.880597014925373262e-02,3.298507462686567360e-02,4.447761194029850595e-02
1.238805970149253755e-02,8.656716417910447631e-03,2.119402985074626822e-02,2.432835820895522250e-02,2.597014925373134289e-02,2.746268656716418025e-02,1.582089552238806138e-02,1.791044776119403090e-02,2.895522388059701413e-02,4.089552238805969908e-02
1.179104477611940364e-02,8.358208955223879813e-03,2.059701492537313605e-02,2.283582089552238861e-02,2.537313432835820726e-02,2.492537313432835813e-02,1.492537313432835792e-02,1.820895522388059698e-02,2.791044776119402937e-02,3.925373134328358216e-02
1.134328358208955279e-02,7.462686567164178962e-03,1.985074626865671737e-02,2.194029850746268689e-02,2.417910447761193946e-02,2.388059701492537337e-02,1.462686567164179184e-02,1.761194029850746134e-02,2.641791044776119549e-02,3.656716417910448047e-02
1.059701492537313411e-02,7.313432835820895921e-03,1.910447761194029870e-02,2.074626865671641909e-02,2.462686567164179205e-02,2.223880597014925298e-02,1.343283582089552231e-02,1.731343283582089526e-02,2.552238805970149377e-02,3.313432835820895317e-02
1.059701492537313411e-02,7.462686567164178962e-03,1.850746268656716306e-02,2.044776119402984954e-02,2.373134328358209033e-02,2.208955223880596994e-02,1.283582089552238840e-02,1.701492537313432918e-02,2.492537313432835813e-02,3.313432835820895317e-02
1.029850746268656803e-02,7.014925373134328103e-03,1.820895522388059698e-02,2.029850746268656650e-02,2.208955223880596994e-02,2.134328358208955126e-02,1.238805970149253755e-02,1.686567164179104614e-02,2.283582089552238861e-02,3.149253731343283624e-02
1.000000000000000021e-02,6.865671641791045061e-03,1.776119402985074786e-02,1.985074626865671737e-02,2.134328358208955126e-02,2.029850746268656650e-02,1.179104477611940364e-02,1.641791044776119354e-02,2.089552238805970213e-02,2.925373134328358368e-02
