9.805970149253731560e-02,1.134328358208955279e-01,1.031343283582089598e-01,1.010447761194029903e-01,9.820895522388059518e-02,8.925373134328358493e-02,9.582089552238806651e-02,1.028358208955223868e-01,9.731343283582088999e-02,1.008955223880596969e-01
9.805970149253731560e-02,1.134328358208955279e-01,1.031343283582089598e-01,1.010447761194029903e-01,9.820895522388059518e-02,8.925373134328358493e-02,9.582089552238806651e-02,1.028358208955223868e-01,9.731343283582088999e-02,1.008955223880596969e-01
5.432835820895522139e-02,1.134328358208955279e-01,1.031343283582089598e-01,1.010447761194029903e-01,9.820895522388059518e-02,8.925373134328358493e-02,9.582089552238806651e-02,1.028358208955223868e-01,9.731343283582088999e-02,1.008955223880596969e-01
2.805970149253731241e-02,8.895522388059701191e-02,8.985074626865671710e-02,7.925373134328357605e-02,9.820895522388059518e-02,8.925373134328358493e-02,8.029850746268656081e-02,9.970149253731343253e-02,9.731343283582088999e-02,1.008955223880596969e-01
2.358208955223880729e-02,4.731343283582089415e-02,5.328358208955223663e-02,4.716417910447761458e-02,9.179104477611940704e-02,8.925373134328358493e-02,3.820895522388059740e-02,6.134328358208955556e-02,7.268656716417910835e-02,8.865671641791045277e-02
2.179104477611940385e-02,3.059701492537313453e-02,4.223880597014925686e-02,4.328358208955224162e-02,5.283582089552239097e-02,8.895522388059701191e-02,2.835820895522388196e-02,4.194029850746268384e-02,1.028358208955223868e-01,9.343283582089552397e-02
2.059701492537313605e-02,2.238805970149253602e-02,3.985074626865671432e-02,4.402985074626865336e-02,3.820895522388059740e-02,6.805970149253731671e-02,2.582089552238805985e-02,3.358208955223880576e-02,6.044776119402985037e-02,8.104477611940298643e-02
2.014925373134328346e-02,1.910447761194029870e-02,3.716417910447761264e-02,4.343283582089552119e-02,3.835820895522388391e-02,5.164179104477611970e-02,2.179104477611940385e-02,2.701492537313432765e-02,7.373134328358209311e-02,7.582089552238806263e-02
1.925373134328358174e-02,1.731343283582089526e-02,3.447761194029850401e-02,4.298507462686566860e-02,3.820895522388059740e-02,4.955223880597015018e-02,2.149253731343283430e-02,2.373134328358209033e-02,5.686567164179104350e-02,6.970149253731343364e-02
1.850746268656716306e-02,1.582089552238806138e-02,3.253731343283582100e-02,4.014925373134328040e-02,3.805970149253731089e-02,4.910447761194029759e-02,2.164179104477612081e-02,2.328358208955223774e-02,6.044776119402985037e-02,6.582089552238805374e-02
1.731343283582089526e-02,1.313432835820895449e-02,3.134328358208954973e-02,3.731343283582089221e-02,3.492537313432835661e-02,4.567164179104477723e-02,2.164179104477612081e-02,2.268656716417910557e-02,5.044776119402984843e-02,6.149253731343283513e-02
1.656716417910447658e-02,1.208955223880596973e-02,3.059701492537313453e-02,3.537313432835820920e-02,3.373134328358209227e-02,4.283582089552238903e-02,2.149253731343283430e-02,2.343283582089552078e-02,5.343283582089552314e-02,5.701492537313433001e-02
1.641791044776119354e-02,1.134328358208955279e-02,2.865671641791044805e-02,3.447761194029850401e-02,3.268656716417910751e-02,4.044776119402985343e-02,2.059701492537313605e-02,2.283582089552238861e-02,4.522388059701492463e-02,5.582089552238805874e-02
1.626865671641791050e-02,1.104477611940298497e-02,2.805970149253731241e-02,3.268656716417910751e-02,3.179104477611940233e-02,3.776119402985074480e-02,2.029850746268656650e-02,2.268656716417910557e-02,4.865671641791044499e-02,5.014925373134328235e-02
1.597014925373134442e-02,1.029850746268656803e-02,2.611940298507462593e-02,3.149253731343283624e-02,3.059701492537313453e-02,3.686567164179104655e-02,1.940298507462686478e-02,2.194029850746268689e-02,4.059701492537313300e-02,4.805970149253731283e-02
1.537313432835820878e-02,1.014925373134328325e-02,2.537313432835820726e-02,2.970149253731343281e-02,2.940298507462686672e-02,3.462686567164179052e-02,1.895522388059701566e-02,2.208955223880596994e-02,4.611940298507462982e-02,4.597014925373134331e-02
1.477611940298507488e-02,1.000000000000000021e-02,2.462686567164179205e-02,2.776119402985074633e-02,2.865671641791044805e-02,3.253731343283582100e-02,1.880597014925373262e-02,2.223880597014925298e-02,3.552238805970149571e-02,4.388059701492537379e-02
1.432835820895522402e-02,1.000000000000000021e-02,2.402985074626865641e-02,2.716417910447761069e-02,2.791044776119402937e-02,2.999999999999999889e-02,1.880597014925373262e-02,2.134328358208955126e-02,4.268656716417910252e-02,4.179104477611940427e-02
1.388059701492537316e-02,9.701492537313432390e-03,2.328358208955223774e-02,2.746268656716418025e-02,2.626865671641790898e-02,2.985074626865671585e-02,1.850746268656716306e-02,2.089552238805970213e-02,3.238805970149253449e-02,4.059701492537313300e-02
1.313432835820895449e-02,9.402985074626866308e-03,2.328358208955223774e-02,2.597014925373134289e-02,2.597014925373134289e-02,2.820895522388059545e-02,1.791044776119403090e-02,2.029850746268656650e-02,3.746268656716417872e-02,3.895522388059701607e-02
