7.626865671641791522e-02,1.134328358208955279e-01,1.031343283582089598e-01,1.010447761194029903e-01,9.820895522388059518e-02,8.925373134328358493e-02,9.582089552238806651e-02,1.028358208955223868e-01,9.731343283582088999e-02,1.008955223880596969e-01
2.313432835820895470e-02,1.029850746268656664e-01,9.179104477611940704e-02,8.656716417910448325e-02,9.820895522388059518e-02,8.925373134328358493e-02,7.597014925373134220e-02,1.004477611940298443e-01,9.731343283582088999e-02,1.008955223880596969e-01
1.955223880597014782e-02,4.880597014925373150e-02,5.000000000000000278e-02,4.477611940298507204e-02,9.447761194029850873e-02,8.925373134328358493e-02,3.731343283582089221e-02,6.447761194029850984e-02,5.746268656716417567e-02,9.597014925373134608e-02
1.671641791044775963e-02,2.880597014925373109e-02,3.597014925373134137e-02,3.432835820895522444e-02,6.611940298507462677e-02,8.716417910447761541e-02,2.597014925373134289e-02,4.477611940298507204e-02,5.388059701492537573e-02,6.835820895522387586e-02
1.477611940298507488e-02,1.940298507462686478e-02,3.059701492537313453e-02,3.253731343283582100e-02,4.373134328358208728e-02,6.582089552238805374e-02,2.134328358208955126e-02,3.656716417910448047e-02,5.373134328358208922e-02,7.029850746268656581e-02
1.358208955223880535e-02,1.597014925373134442e-02,2.656716417910447853e-02,3.074626865671641757e-02,3.388059701492537185e-02,4.671641791044776199e-02,1.820895522388059698e-02,2.910447761194029717e-02,4.462686567164179247e-02,6.641791044776119979e-02
1.328358208955223926e-02,1.343283582089552231e-02,2.358208955223880729e-02,3.029850746268656844e-02,2.805970149253731241e-02,3.731343283582089221e-02,1.656716417910447658e-02,2.507462686567164117e-02,3.970149253731343475e-02,5.791044776119402826e-02
1.283582089552238840e-02,1.223880597014925450e-02,2.194029850746268689e-02,2.686567164179104461e-02,2.641791044776119549e-02,3.268656716417910751e-02,1.492537313432835792e-02,2.313432835820895470e-02,3.477611940298507703e-02,5.417910447761194181e-02
1.223880597014925450e-02,1.059701492537313411e-02,2.029850746268656650e-02,2.522388059701492422e-02,2.716417910447761069e-02,3.029850746268656844e-02,1.402985074626865621e-02,2.119402985074626822e-02,3.223880597014925492e-02,4.820895522388059934e-02
1.208955223880596973e-02,9.402985074626866308e-03,1.940298507462686478e-02,2.402985074626865641e-02,2.626865671641790898e-02,2.895522388059701413e-02,1.373134328358209012e-02,1.970149253731343433e-02,2.835820895522388196e-02,4.417910447761193987e-02
1.179104477611940364e-02,9.104477611940298490e-03,1.850746268656716306e-02,2.268656716417910557e-02,2.507462686567164117e-02,2.716417910447761069e-02,1.432835820895522402e-02,1.865671641791044610e-02,2.552238805970149377e-02,4.194029850746268384e-02
1.014925373134328325e-02,7.611940298507462871e-03,1.731343283582089526e-02,2.104477611940298518e-02,2.432835820895522250e-02,2.402985074626865641e-02,1.313432835820895449e-02,1.731343283582089526e-02,2.552238805970149377e-02,3.805970149253731089e-02
9.850746268656717167e-03,7.164179104477612012e-03,1.671641791044775963e-02,2.014925373134328346e-02,2.283582089552238861e-02,2.238805970149253602e-02,1.268656716417910363e-02,1.686567164179104614e-02,2.388059701492537337e-02,3.626865671641790745e-02
9.104477611940298490e-03,6.716417910447761153e-03,1.611940298507462746e-02,1.895522388059701566e-02,2.164179104477612081e-02,2.179104477611940385e-02,1.164179104477611887e-02,1.567164179104477487e-02,2.343283582089552078e-02,3.253731343283582100e-02
8.656716417910447631e-03,5.970149253731343343e-03,1.597014925373134442e-02,1.791044776119403090e-02,2.000000000000000042e-02,1.970149253731343433e-02,1.134328358208955279e-02,1.522388059701492574e-02,2.223880597014925298e-02,3.119402985074627016e-02
8.358208955223879813e-03,5.373134328358208575e-03,1.597014925373134442e-02,1.686567164179104614e-02,1.910447761194029870e-02,1.865671641791044610e-02,1.074626865671641715e-02,1.492537313432835792e-02,1.865671641791044610e-02,2.940298507462686672e-02
8.059701492537313730e-03,5.671641791044776393e-03,1.522388059701492574e-02,1.597014925373134442e-02,1.820895522388059698e-02,1.731343283582089526e-02,1.014925373134328325e-02,1.447761194029850706e-02,1.835820895522388002e-02,2.746268656716418025e-02
7.761194029850745912e-03,5.373134328358208575e-03,1.402985074626865621e-02,1.492537313432835792e-02,1.671641791044775963e-02,1.611940298507462746e-02,9.850746268656717167e-03,1.447761194029850706e-02,1.582089552238806138e-02,2.582089552238805985e-02
7.611940298507462871e-03,5.522388059701492484e-03,1.358208955223880535e-02,1.432835820895522402e-02,1.597014925373134442e-02,1.582089552238806138e-02,9.552238805970149349e-03,1.447761194029850706e-02,1.507462686567164097e-02,2.492537313432835813e-02
7.462686567164178962e-03,5.373134328358208575e-03,1.253731343283582059e-02,1.343283582089552231e-02,1.597014925373134442e-02,1.507462686567164097e-02,8.955223880597015448e-03,1.402985074626865621e-02,1.343283582089552231e-02,2.417910447761193946e-02
